Master_Collection,Department_Number,Vendor_Number,VendorColor,Color_Code,Total_Inventory,Fabric,Color,Type,Factory Status,Factory Continent
BELGIANS,5900,3365,3365CTPT,CTPT,9070,VENETO LEATHER,PEWTER,LEATHER,Active,NORTH AMERICA
LUKE,5900,3365,3365CTPT,CTPT,9070,VENETO LEATHER,PEWTER,LEATHER,Active,NORTH AMERICA
LANCASTER,5900,3365,3365CTSM,CTSM,36716,VENETO LEATHER,SMOKE,LEATHER,Active,NORTH AMERICA
MARSDEN,5900,3365,3365CTSM,CTSM,36716,VENETO LEATHER,SMOKE,LEATHER,Active,NORTH AMERICA
MAXWELL,5900,3365,3365CTSM,CTSM,36716,VENETO LEATHER,SMOKE,LEATHER,Active,NORTH AMERICA
MODENA,5900,3365,3365CTSM,CTSM,36716,VENETO LEATHER,SMOKE,LEATHER,Active,NORTH AMERICA
GIANNA,5900,3365,3365CTSM,CTSM,36716,VENETO LEATHER,SMOKE,LEATHER,Active,NORTH AMERICA
ITALIA,5900,3365,3365CTSM,CTSM,36716,VENETO LEATHER,SMOKE,LEATHER,Active,NORTH AMERICA
MARA,5900,3365,3365CTSM,CTSM,36716,VENETO LEATHER,SMOKE,LEATHER,Active,NORTH AMERICA
RENE,5900,3365,3365CTSM,CTSM,36716,VENETO LEATHER,SMOKE,LEATHER,Active,NORTH AMERICA
BELGIANS,5900,3365,3365CTSM,CTSM,36716,VENETO LEATHER,SMOKE,LEATHER,Active,NORTH AMERICA
LUKE,5900,3365,3365CTSM,CTSM,36716,VENETO LEATHER,SMOKE,LEATHER,Active,NORTH AMERICA
LANCASTER,5900,3365,3365CTTW,CTTW,15005,VENETO LEATHER,TWILIGHT,LEATHER,Active,NORTH AMERICA
MARSDEN,5900,3365,3365CTTW,CTTW,15005,VENETO LEATHER,TWILIGHT,LEATHER,Active,NORTH AMERICA
MAXWELL,5900,3365,3365CTTW,CTTW,15005,VENETO LEATHER,TWILIGHT,LEATHER,Active,NORTH AMERICA
MODENA,5900,3365,3365CTTW,CTTW,15005,VENETO LEATHER,TWILIGHT,LEATHER,Active,NORTH AMERICA
GIANNA,5900,3365,3365CTTW,CTTW,15005,VENETO LEATHER,TWILIGHT,LEATHER,Active,NORTH AMERICA
ITALIA,5900,3365,3365CTTW,CTTW,15005,VENETO LEATHER,TWILIGHT,LEATHER,Active,NORTH AMERICA
MARA,5900,3365,3365CTTW,CTTW,15005,VENETO LEATHER,TWILIGHT,LEATHER,Active,NORTH AMERICA
RENE,5900,3365,3365CTTW,CTTW,15005,VENETO LEATHER,TWILIGHT,LEATHER,Active,NORTH AMERICA
BELGIANS,5900,3365,3365CTTW,CTTW,15005,VENETO LEATHER,TWILIGHT,LEATHER,Active,NORTH AMERICA
LUKE,5900,3365,3365CTTW,CTTW,15005,VENETO LEATHER,TWILIGHT,LEATHER,Active,NORTH AMERICA
LANCASTER,5900,3365,3365CTWL,CTWL,12079,VENETO LEATHER,WALNUT,LEATHER,Active,NORTH AMERICA
MARSDEN,5900,3365,3365CTWL,CTWL,12079,VENETO LEATHER,WALNUT,LEATHER,Active,NORTH AMERICA
MAXWELL,5900,3365,3365CTWL,CTWL,12079,VENETO LEATHER,WALNUT,LEATHER,Active,NORTH AMERICA
MODENA,5900,3365,3365CTWL,CTWL,12079,VENETO LEATHER,WALNUT,LEATHER,Active,NORTH AMERICA
GIANNA,5900,3365,3365CTWL,CTWL,12079,VENETO LEATHER,WALNUT,LEATHER,Active,NORTH AMERICA
ITALIA,5900,3365,3365CTWL,CTWL,12079,VENETO LEATHER,WALNUT,LEATHER,Active,NORTH AMERICA
MARA,5900,3365,3365CTWL,CTWL,12079,VENETO LEATHER,WALNUT,LEATHER,Active,NORTH AMERICA
RENE,5900,3365,3365CTWL,CTWL,12079,VENETO LEATHER,WALNUT,LEATHER,Active,NORTH AMERICA
BELGIANS,5900,3365,3365CTWL,CTWL,12079,VENETO LEATHER,WALNUT,LEATHER,Active,NORTH AMERICA
LUKE,5900,3365,3365CTWL,CTWL,12079,VENETO LEATHER,WALNUT,LEATHER,Active,NORTH AMERICA
LANCASTER,5900,3365,3365CTWT,CTWT,12534,VENETO LEATHER,WHEAT,LEATHER,DISC,NORTH AMERICA
MARSDEN,5900,3365,3365CTWT,CTWT,12534,VENETO LEATHER,WHEAT,LEATHER,DISC,NORTH AMERICA
MAXWELL,5900,3365,3365CTWT,CTWT,12534,VENETO LEATHER,WHEAT,LEATHER,DISC,NORTH AMERICA
MODENA,5900,3365,3365CTWT,CTWT,12534,VENETO LEATHER,WHEAT,LEATHER,DISC,NORTH AMERICA
GIANNA,5900,3365,3365CTWT,CTWT,12534,VENETO LEATHER,WHEAT,LEATHER,DISC,NORTH AMERICA
ITALIA,5900,3365,3365CTWT,CTWT,12534,VENETO LEATHER,WHEAT,LEATHER,DISC,NORTH AMERICA
MARA,5900,3365,3365CTWT,CTWT,12534,VENETO LEATHER,WHEAT,LEATHER,DISC,NORTH AMERICA
RENE,5900,3365,3365CTWT,CTWT,12534,VENETO LEATHER,WHEAT,LEATHER,DISC,NORTH AMERICA
BELGIANS,5900,3365,3365CTWT,CTWT,12534,VENETO LEATHER,WHEAT,LEATHER,DISC,NORTH AMERICA
LUKE,5900,3365,3365CTWT,CTWT,12534,VENETO LEATHER,WHEAT,LEATHER,DISC,NORTH AMERICA
GIANNA,5700,3365,3365FTBC,FTBC,904,PERFORMANCE MELANGE WEAVE,BURNT CARAMEL,FABRIC,Active,NORTH AMERICA
ITALIA,5700,3365,3365FTBC,FTBC,904,PERFORMANCE MELANGE WEAVE,BURNT CARAMEL,FABRIC,Active,NORTH AMERICA
MAXWELL,5700,3365,3365FTBC,FTBC,904,PERFORMANCE MELANGE WEAVE,BURNT CARAMEL,FABRIC,Active,NORTH AMERICA
LUKE,5700,3365,3365FTBC,FTBC,904,PERFORMANCE MELANGE WEAVE,BURNT CARAMEL,FABRIC,Active,NORTH AMERICA
MARA,5700,3365,3365FTBC,FTBC,904,PERFORMANCE MELANGE WEAVE,BURNT CARAMEL,FABRIC,Active,NORTH AMERICA
LANCASTER,5700,3365,3365FTBC,FTBC,904,PERFORMANCE MELANGE WEAVE,BURNT CARAMEL,FABRIC,Active,NORTH AMERICA
RENE,5700,3365,3365FTBC,FTBC,904,PERFORMANCE MELANGE WEAVE,BURNT CARAMEL,FABRIC,Active,NORTH AMERICA
MARSDEN,5700,3365,3365FTBC,FTBC,904,PERFORMANCE MELANGE WEAVE,BURNT CARAMEL,FABRIC,Active,NORTH AMERICA
MODENA,5700,3365,3365FTBC,FTBC,904,PERFORMANCE MELANGE WEAVE,BURNT CARAMEL,FABRIC,Active,NORTH AMERICA
BELGIANS,5700,3365,3365FTBC,FTBC,904,PERFORMANCE MELANGE WEAVE,BURNT CARAMEL,FABRIC,Active,NORTH AMERICA
GIANNA,5700,3365,3365FTBK,FTBK,869,PERFORMANCE MELANGE WEAVE,BLACK,FABRIC,Active,NORTH AMERICA
ITALIA,5700,3365,3365FTBK,FTBK,869,PERFORMANCE MELANGE WEAVE,BLACK,FABRIC,Active,NORTH AMERICA
MAXWELL,5700,3365,3365FTBK,FTBK,869,PERFORMANCE MELANGE WEAVE,BLACK,FABRIC,Active,NORTH AMERICA
LUKE,5700,3365,3365FTBK,FTBK,869,PERFORMANCE MELANGE WEAVE,BLACK,FABRIC,Active,NORTH AMERICA
MARA,5700,3365,3365FTBK,FTBK,869,PERFORMANCE MELANGE WEAVE,BLACK,FABRIC,Active,NORTH AMERICA
LANCASTER,5700,3365,3365FTBK,FTBK,869,PERFORMANCE MELANGE WEAVE,BLACK,FABRIC,Active,NORTH AMERICA
RENE,5700,3365,3365FTBK,FTBK,869,PERFORMANCE MELANGE WEAVE,BLACK,FABRIC,Active,NORTH AMERICA
MARSDEN,5700,3365,3365FTBK,FTBK,869,PERFORMANCE MELANGE WEAVE,BLACK,FABRIC,Active,NORTH AMERICA
MODENA,5700,3365,3365FTBK,FTBK,869,PERFORMANCE MELANGE WEAVE,BLACK,FABRIC,Active,NORTH AMERICA
BELGIANS,5700,3365,3365FTBK,FTBK,869,PERFORMANCE MELANGE WEAVE,BLACK,FABRIC,Active,NORTH AMERICA
GIANNA,5700,3365,3365FTCM,FTCM,1279,PERFORMANCE MELANGE WEAVE,CAMEL,FABRIC,Active,NORTH AMERICA
ITALIA,5700,3365,3365FTCM,FTCM,1279,PERFORMANCE MELANGE WEAVE,CAMEL,FABRIC,Active,NORTH AMERICA
MAXWELL,5700,3365,3365FTCM,FTCM,1279,PERFORMANCE MELANGE WEAVE,CAMEL,FABRIC,Active,NORTH AMERICA
LUKE,5700,3365,3365FTCM,FTCM,1279,PERFORMANCE MELANGE WEAVE,CAMEL,FABRIC,Active,NORTH AMERICA
MARA,5700,3365,3365FTCM,FTCM,1279,PERFORMANCE MELANGE WEAVE,CAMEL,FABRIC,Active,NORTH AMERICA
LANCASTER,5700,3365,3365FTCM,FTCM,1279,PERFORMANCE MELANGE WEAVE,CAMEL,FABRIC,Active,NORTH AMERICA
RENE,5700,3365,3365FTCM,FTCM,1279,PERFORMANCE MELANGE WEAVE,CAMEL,FABRIC,Active,NORTH AMERICA
MARSDEN,5700,3365,3365FTCM,FTCM,1279,PERFORMANCE MELANGE WEAVE,CAMEL,FABRIC,Active,NORTH AMERICA
MODENA,5700,3365,3365FTCM,FTCM,1279,PERFORMANCE MELANGE WEAVE,CAMEL,FABRIC,Active,NORTH AMERICA
BELGIANS,5700,3365,3365FTCM,FTCM,1279,PERFORMANCE MELANGE WEAVE,CAMEL,FABRIC,Active,NORTH AMERICA
GIANNA,5700,3365,3365FTDV,FTDV,3670,PERFORMANCE MELANGE WEAVE,DOVE,FABRIC,Active,NORTH AMERICA
ITALIA,5700,3365,3365FTDV,FTDV,3670,PERFORMANCE MELANGE WEAVE,DOVE,FABRIC,Active,NORTH AMERICA
MAXWELL,5700,3365,3365FTDV,FTDV,3670,PERFORMANCE MELANGE WEAVE,DOVE,FABRIC,Active,NORTH AMERICA
LUKE,5700,3365,3365FTDV,FTDV,3670,PERFORMANCE MELANGE WEAVE,DOVE,FABRIC,Active,NORTH AMERICA
MARA,5700,3365,3365FTDV,FTDV,3670,PERFORMANCE MELANGE WEAVE,DOVE,FABRIC,Active,NORTH AMERICA
LANCASTER,5700,3365,3365FTDV,FTDV,3670,PERFORMANCE MELANGE WEAVE,DOVE,FABRIC,Active,NORTH AMERICA
RENE,5700,3365,3365FTDV,FTDV,3670,PERFORMANCE MELANGE WEAVE,DOVE,FABRIC,Active,NORTH AMERICA
MARSDEN,5700,3365,3365FTDV,FTDV,3670,PERFORMANCE MELANGE WEAVE,DOVE,FABRIC,Active,NORTH AMERICA
MODENA,5700,3365,3365FTDV,FTDV,3670,PERFORMANCE MELANGE WEAVE,DOVE,FABRIC,Active,NORTH AMERICA
BELGIANS,5700,3365,3365FTDV,FTDV,3670,PERFORMANCE MELANGE WEAVE,DOVE,FABRIC,Active,NORTH AMERICA
GIANNA,5700,3365,3365FTFG,FTFG,1275,PERFORMANCE MELANGE WEAVE,FOG,FABRIC,Active,NORTH AMERICA
ITALIA,5700,3365,3365FTFG,FTFG,1275,PERFORMANCE MELANGE WEAVE,FOG,FABRIC,Active,NORTH AMERICA
MAXWELL,5700,3365,3365FTFG,FTFG,1275,PERFORMANCE MELANGE WEAVE,FOG,FABRIC,Active,NORTH AMERICA
LUKE,5700,3365,3365FTFG,FTFG,1275,PERFORMANCE MELANGE WEAVE,FOG,FABRIC,Active,NORTH AMERICA
MARA,5700,3365,3365FTFG,FTFG,1275,PERFORMANCE MELANGE WEAVE,FOG,FABRIC,Active,NORTH AMERICA
LANCASTER,5700,3365,3365FTFG,FTFG,1275,PERFORMANCE MELANGE WEAVE,FOG,FABRIC,Active,NORTH AMERICA
RENE,5700,3365,3365FTFG,FTFG,1275,PERFORMANCE MELANGE WEAVE,FOG,FABRIC,Active,NORTH AMERICA
MARSDEN,5700,3365,3365FTFG,FTFG,1275,PERFORMANCE MELANGE WEAVE,FOG,FABRIC,Active,NORTH AMERICA
MODENA,5700,3365,3365FTFG,FTFG,1275,PERFORMANCE MELANGE WEAVE,FOG,FABRIC,Active,NORTH AMERICA
BELGIANS,5700,3365,3365FTFG,FTFG,1275,PERFORMANCE MELANGE WEAVE,FOG,FABRIC,Active,NORTH AMERICA
GIANNA,5700,3365,3365FTFX,FTFX,7350.5,PERFORMANCE MELANGE WEAVE,FLAX,FABRIC,Active,NORTH AMERICA
ITALIA,5700,3365,3365FTFX,FTFX,7350.5,PERFORMANCE MELANGE WEAVE,FLAX,FABRIC,Active,NORTH AMERICA
MAXWELL,5700,3365,3365FTFX,FTFX,7350.5,PERFORMANCE MELANGE WEAVE,FLAX,FABRIC,Active,NORTH AMERICA
LUKE,5700,3365,3365FTFX,FTFX,7350.5,PERFORMANCE MELANGE WEAVE,FLAX,FABRIC,Active,NORTH AMERICA
MARA,5700,3365,3365FTFX,FTFX,7350.5,PERFORMANCE MELANGE WEAVE,FLAX,FABRIC,Active,NORTH AMERICA
LANCASTER,5700,3365,3365FTFX,FTFX,7350.5,PERFORMANCE MELANGE WEAVE,FLAX,FABRIC,Active,NORTH AMERICA
RENE,5700,3365,3365FTFX,FTFX,7350.5,PERFORMANCE MELANGE WEAVE,FLAX,FABRIC,Active,NORTH AMERICA
MARSDEN,5700,3365,3365FTFX,FTFX,7350.5,PERFORMANCE MELANGE WEAVE,FLAX,FABRIC,Active,NORTH AMERICA
MODENA,5700,3365,3365FTFX,FTFX,7350.5,PERFORMANCE MELANGE WEAVE,FLAX,FABRIC,Active,NORTH AMERICA
BELGIANS,5700,3365,3365FTFX,FTFX,7350.5,PERFORMANCE MELANGE WEAVE,FLAX,FABRIC,Active,NORTH AMERICA
GIANNA,5700,3365,3365FTLA,FTLA,2003,PERFORMANCE MELANGE WEAVE,LATTE,FABRIC,Active,NORTH AMERICA
ITALIA,5700,3365,3365FTLA,FTLA,2003,PERFORMANCE MELANGE WEAVE,LATTE,FABRIC,Active,NORTH AMERICA
MAXWELL,5700,3365,3365FTLA,FTLA,2003,PERFORMANCE MELANGE WEAVE,LATTE,FABRIC,Active,NORTH AMERICA
LUKE,5700,3365,3365FTLA,FTLA,2003,PERFORMANCE MELANGE WEAVE,LATTE,FABRIC,Active,NORTH AMERICA
MARA,5700,3365,3365FTLA,FTLA,2003,PERFORMANCE MELANGE WEAVE,LATTE,FABRIC,Active,NORTH AMERICA
LANCASTER,5700,3365,3365FTLA,FTLA,2003,PERFORMANCE MELANGE WEAVE,LATTE,FABRIC,Active,NORTH AMERICA
RENE,5700,3365,3365FTLA,FTLA,2003,PERFORMANCE MELANGE WEAVE,LATTE,FABRIC,Active,NORTH AMERICA
MARSDEN,5700,3365,3365FTLA,FTLA,2003,PERFORMANCE MELANGE WEAVE,LATTE,FABRIC,Active,NORTH AMERICA
MODENA,5700,3365,3365FTLA,FTLA,2003,PERFORMANCE MELANGE WEAVE,LATTE,FABRIC,Active,NORTH AMERICA
BELGIANS,5700,3365,3365FTLA,FTLA,2003,PERFORMANCE MELANGE WEAVE,LATTE,FABRIC,Active,NORTH AMERICA
GIANNA,5700,3365,3365FTMC,FTMC,850,PERFORMANCE MELANGE WEAVE,MOCHACCINO,FABRIC,Active,NORTH AMERICA
ITALIA,5700,3365,3365FTMC,FTMC,850,PERFORMANCE MELANGE WEAVE,MOCHACCINO,FABRIC,Active,NORTH AMERICA
MAXWELL,5700,3365,3365FTMC,FTMC,850,PERFORMANCE MELANGE WEAVE,MOCHACCINO,FABRIC,Active,NORTH AMERICA
LUKE,5700,3365,3365FTMC,FTMC,850,PERFORMANCE MELANGE WEAVE,MOCHACCINO,FABRIC,Active,NORTH AMERICA
MARA,5700,3365,3365FTMC,FTMC,850,PERFORMANCE MELANGE WEAVE,MOCHACCINO,FABRIC,Active,NORTH AMERICA
LANCASTER,5700,3365,3365FTMC,FTMC,850,PERFORMANCE MELANGE WEAVE,MOCHACCINO,FABRIC,Active,NORTH AMERICA
RENE,5700,3365,3365FTMC,FTMC,850,PERFORMANCE MELANGE WEAVE,MOCHACCINO,FABRIC,Active,NORTH AMERICA
MARSDEN,5700,3365,3365FTMC,FTMC,850,PERFORMANCE MELANGE WEAVE,MOCHACCINO,FABRIC,Active,NORTH AMERICA
MODENA,5700,3365,3365FTMC,FTMC,850,PERFORMANCE MELANGE WEAVE,MOCHACCINO,FABRIC,Active,NORTH AMERICA
BELGIANS,5700,3365,3365FTMC,FTMC,850,PERFORMANCE MELANGE WEAVE,MOCHACCINO,FABRIC,Active,NORTH AMERICA
GIANNA,5700,3365,3365FTNA,FTNA,11941,PERFORMANCE MELANGE WEAVE,NATURAL,FABRIC,Active,NORTH AMERICA
ITALIA,5700,3365,3365FTNA,FTNA,11941,PERFORMANCE MELANGE WEAVE,NATURAL,FABRIC,Active,NORTH AMERICA
MAXWELL,5700,3365,3365FTNA,FTNA,11941,PERFORMANCE MELANGE WEAVE,NATURAL,FABRIC,Active,NORTH AMERICA
LUKE,5700,3365,3365FTNA,FTNA,11941,PERFORMANCE MELANGE WEAVE,NATURAL,FABRIC,Active,NORTH AMERICA
MARA,5700,3365,3365FTNA,FTNA,11941,PERFORMANCE MELANGE WEAVE,NATURAL,FABRIC,Active,NORTH AMERICA
LANCASTER,5700,3365,3365FTNA,FTNA,11941,PERFORMANCE MELANGE WEAVE,NATURAL,FABRIC,Active,NORTH AMERICA
RENE,5700,3365,3365FTNA,FTNA,11941,PERFORMANCE MELANGE WEAVE,NATURAL,FABRIC,Active,NORTH AMERICA
MARSDEN,5700,3365,3365FTNA,FTNA,11941,PERFORMANCE MELANGE WEAVE,NATURAL,FABRIC,Active,NORTH AMERICA
MODENA,5700,3365,3365FTNA,FTNA,11941,PERFORMANCE MELANGE WEAVE,NATURAL,FABRIC,Active,NORTH AMERICA
BELGIANS,5700,3365,3365FTNA,FTNA,11941,PERFORMANCE MELANGE WEAVE,NATURAL,FABRIC,Active,NORTH AMERICA
GIANNA,5700,3365,3365FTSN,FTSN,5328,PERFORMANCE MELANGE WEAVE,SAND,FABRIC,Active,NORTH AMERICA
ITALIA,5700,3365,3365FTSN,FTSN,5328,PERFORMANCE MELANGE WEAVE,SAND,FABRIC,Active,NORTH AMERICA
MAXWELL,5700,3365,3365FTSN,FTSN,5328,PERFORMANCE MELANGE WEAVE,SAND,FABRIC,Active,NORTH AMERICA
LUKE,5700,3365,3365FTSN,FTSN,5328,PERFORMANCE MELANGE WEAVE,SAND,FABRIC,Active,NORTH AMERICA
MARA,5700,3365,3365FTSN,FTSN,5328,PERFORMANCE MELANGE WEAVE,SAND,FABRIC,Active,NORTH AMERICA
LANCASTER,5700,3365,3365FTSN,FTSN,5328,PERFORMANCE MELANGE WEAVE,SAND,FABRIC,Active,NORTH AMERICA
RENE,5700,3365,3365FTSN,FTSN,5328,PERFORMANCE MELANGE WEAVE,SAND,FABRIC,Active,NORTH AMERICA
MARSDEN,5700,3365,3365FTSN,FTSN,5328,PERFORMANCE MELANGE WEAVE,SAND,FABRIC,Active,NORTH AMERICA
MODENA,5700,3365,3365FTSN,FTSN,5328,PERFORMANCE MELANGE WEAVE,SAND,FABRIC,Active,NORTH AMERICA
BELGIANS,5700,3365,3365FTSN,FTSN,5328,PERFORMANCE MELANGE WEAVE,SAND,FABRIC,Active,NORTH AMERICA
GIANNA,5700,3365,3365FTWH,FTWH,1557,PERFORMANCE MELANGE WEAVE,WHITE,FABRIC,Active,NORTH AMERICA
ITALIA,5700,3365,3365FTWH,FTWH,1557,PERFORMANCE MELANGE WEAVE,WHITE,FABRIC,Active,NORTH AMERICA
MAXWELL,5700,3365,3365FTWH,FTWH,1557,PERFORMANCE MELANGE WEAVE,WHITE,FABRIC,Active,NORTH AMERICA
LUKE,5700,3365,3365FTWH,FTWH,1557,PERFORMANCE MELANGE WEAVE,WHITE,FABRIC,Active,NORTH AMERICA
MARA,5700,3365,3365FTWH,FTWH,1557,PERFORMANCE MELANGE WEAVE,WHITE,FABRIC,Active,NORTH AMERICA
LANCASTER,5700,3365,3365FTWH,FTWH,1557,PERFORMANCE MELANGE WEAVE,WHITE,FABRIC,Active,NORTH AMERICA
RENE,5700,3365,3365FTWH,FTWH,1557,PERFORMANCE MELANGE WEAVE,WHITE,FABRIC,Active,NORTH AMERICA
MARSDEN,5700,3365,3365FTWH,FTWH,1557,PERFORMANCE MELANGE WEAVE,WHITE,FABRIC,Active,NORTH AMERICA
MODENA,5700,3365,3365FTWH,FTWH,1557,PERFORMANCE MELANGE WEAVE,WHITE,FABRIC,Active,NORTH AMERICA
BELGIANS,5700,3365,3365FTWH,FTWH,1557,PERFORMANCE MELANGE WEAVE,WHITE,FABRIC,Active,NORTH AMERICA
LANCASTER,5900,3365,3365IPBC,IPBC,186774.65,ITALIAN CAVALLINO LEATHER,COCOA,LEATHER,Active,NORTH AMERICA
MARSDEN,5900,3365,3365IPBC,IPBC,186774.65,ITALIAN CAVALLINO LEATHER,COCOA,LEATHER,Active,NORTH AMERICA
MAXWELL,5900,3365,3365IPBC,IPBC,186774.65,ITALIAN CAVALLINO LEATHER,COCOA,LEATHER,Active,NORTH AMERICA
MODENA,5900,3365,3365IPBC,IPBC,186774.65,ITALIAN CAVALLINO LEATHER,COCOA,LEATHER,Active,NORTH AMERICA
GIANNA,5900,3365,3365IPBC,IPBC,186774.65,ITALIAN CAVALLINO LEATHER,COCOA,LEATHER,Active,NORTH AMERICA
ITALIA,5900,3365,3365IPBC,IPBC,186774.65,ITALIAN CAVALLINO LEATHER,COCOA,LEATHER,Active,NORTH AMERICA
MARA,5900,3365,3365IPBC,IPBC,186774.65,ITALIAN CAVALLINO LEATHER,COCOA,LEATHER,Active,NORTH AMERICA
RENE,5900,3365,3365IPBC,IPBC,186774.65,ITALIAN CAVALLINO LEATHER,COCOA,LEATHER,Active,NORTH AMERICA
BELGIANS,5900,3365,3365IPBC,IPBC,186774.65,ITALIAN CAVALLINO LEATHER,COCOA,LEATHER,Active,NORTH AMERICA
LUKE,5900,3365,3365IPBC,IPBC,186774.65,ITALIAN CAVALLINO LEATHER,COCOA,LEATHER,Active,NORTH AMERICA
LANCASTER,5900,3365,3365IPCM,IPCM,76386.02,ITALIAN CAVALLINO LEATHER,CAMEL,LEATHER,Active,NORTH AMERICA
MARSDEN,5900,3365,3365IPCM,IPCM,76386.02,ITALIAN CAVALLINO LEATHER,CAMEL,LEATHER,Active,NORTH AMERICA
MAXWELL,5900,3365,3365IPCM,IPCM,76386.02,ITALIAN CAVALLINO LEATHER,CAMEL,LEATHER,Active,NORTH AMERICA
MODENA,5900,3365,3365IPCM,IPCM,76386.02,ITALIAN CAVALLINO LEATHER,CAMEL,LEATHER,Active,NORTH AMERICA
GIANNA,5900,3365,3365IPCM,IPCM,76386.02,ITALIAN CAVALLINO LEATHER,CAMEL,LEATHER,Active,NORTH AMERICA
ITALIA,5900,3365,3365IPCM,IPCM,76386.02,ITALIAN CAVALLINO LEATHER,CAMEL,LEATHER,Active,NORTH AMERICA
MARA,5900,3365,3365IPCM,IPCM,76386.02,ITALIAN CAVALLINO LEATHER,CAMEL,LEATHER,Active,NORTH AMERICA
RENE,5900,3365,3365IPCM,IPCM,76386.02,ITALIAN CAVALLINO LEATHER,CAMEL,LEATHER,Active,NORTH AMERICA
BELGIANS,5900,3365,3365IPCM,IPCM,76386.02,ITALIAN CAVALLINO LEATHER,CAMEL,LEATHER,Active,NORTH AMERICA
LUKE,5900,3365,3365IPCM,IPCM,76386.02,ITALIAN CAVALLINO LEATHER,CAMEL,LEATHER,Active,NORTH AMERICA
LANCASTER,5900,3365,3365IPCN,IPCN,121895.78,ITALIAN CAVALLINO LEATHER,CHESTNUT,LEATHER,Active,NORTH AMERICA
MARSDEN,5900,3365,3365IPCN,IPCN,121895.78,ITALIAN CAVALLINO LEATHER,CHESTNUT,LEATHER,Active,NORTH AMERICA
MAXWELL,5900,3365,3365IPCN,IPCN,121895.78,ITALIAN CAVALLINO LEATHER,CHESTNUT,LEATHER,Active,NORTH AMERICA
MODENA,5900,3365,3365IPCN,IPCN,121895.78,ITALIAN CAVALLINO LEATHER,CHESTNUT,LEATHER,Active,NORTH AMERICA
GIANNA,5900,3365,3365IPCN,IPCN,121895.78,ITALIAN CAVALLINO LEATHER,CHESTNUT,LEATHER,Active,NORTH AMERICA
ITALIA,5900,3365,3365IPCN,IPCN,121895.78,ITALIAN CAVALLINO LEATHER,CHESTNUT,LEATHER,Active,NORTH AMERICA
MARA,5900,3365,3365IPCN,IPCN,121895.78,ITALIAN CAVALLINO LEATHER,CHESTNUT,LEATHER,Active,NORTH AMERICA
RENE,5900,3365,3365IPCN,IPCN,121895.78,ITALIAN CAVALLINO LEATHER,CHESTNUT,LEATHER,Active,NORTH AMERICA
BELGIANS,5900,3365,3365IPCN,IPCN,121895.78,ITALIAN CAVALLINO LEATHER,CHESTNUT,LEATHER,Active,NORTH AMERICA
LUKE,5900,3365,3365IPCN,IPCN,121895.78,ITALIAN CAVALLINO LEATHER,CHESTNUT,LEATHER,Active,NORTH AMERICA
LANCASTER,5900,3365,3365IPDV,IPDV,58931.39,ITALIAN CAVALLINO LEATHER,TRUFFLE,LEATHER,Active,NORTH AMERICA
MARSDEN,5900,3365,3365IPDV,IPDV,58931.39,ITALIAN CAVALLINO LEATHER,TRUFFLE,LEATHER,Active,NORTH AMERICA
MAXWELL,5900,3365,3365IPDV,IPDV,58931.39,ITALIAN CAVALLINO LEATHER,TRUFFLE,LEATHER,Active,NORTH AMERICA
MODENA,5900,3365,3365IPDV,IPDV,58931.39,ITALIAN CAVALLINO LEATHER,TRUFFLE,LEATHER,Active,NORTH AMERICA
GIANNA,5900,3365,3365IPDV,IPDV,58931.39,ITALIAN CAVALLINO LEATHER,TRUFFLE,LEATHER,Active,NORTH AMERICA
ITALIA,5900,3365,3365IPDV,IPDV,58931.39,ITALIAN CAVALLINO LEATHER,TRUFFLE,LEATHER,Active,NORTH AMERICA
MARA,5900,3365,3365IPDV,IPDV,58931.39,ITALIAN CAVALLINO LEATHER,TRUFFLE,LEATHER,Active,NORTH AMERICA
RENE,5900,3365,3365IPDV,IPDV,58931.39,ITALIAN CAVALLINO LEATHER,TRUFFLE,LEATHER,Active,NORTH AMERICA
BELGIANS,5900,3365,3365IPDV,IPDV,58931.39,ITALIAN CAVALLINO LEATHER,TRUFFLE,LEATHER,Active,NORTH AMERICA
LUKE,5900,3365,3365IPDV,IPDV,58931.39,ITALIAN CAVALLINO LEATHER,TRUFFLE,LEATHER,Active,NORTH AMERICA
LANCASTER,5900,3365,3365IPEB,IPEB,26083.44,ITALIAN CAVALLINO LEATHER,EBONY,LEATHER,Active,NORTH AMERICA
MARSDEN,5900,3365,3365IPEB,IPEB,26083.44,ITALIAN CAVALLINO LEATHER,EBONY,LEATHER,Active,NORTH AMERICA
MAXWELL,5900,3365,3365IPEB,IPEB,26083.44,ITALIAN CAVALLINO LEATHER,EBONY,LEATHER,Active,NORTH AMERICA
MODENA,5900,3365,3365IPEB,IPEB,26083.44,ITALIAN CAVALLINO LEATHER,EBONY,LEATHER,Active,NORTH AMERICA
GIANNA,5900,3365,3365IPEB,IPEB,26083.44,ITALIAN CAVALLINO LEATHER,EBONY,LEATHER,Active,NORTH AMERICA
ITALIA,5900,3365,3365IPEB,IPEB,26083.44,ITALIAN CAVALLINO LEATHER,EBONY,LEATHER,Active,NORTH AMERICA
MARA,5900,3365,3365IPEB,IPEB,26083.44,ITALIAN CAVALLINO LEATHER,EBONY,LEATHER,Active,NORTH AMERICA
RENE,5900,3365,3365IPEB,IPEB,26083.44,ITALIAN CAVALLINO LEATHER,EBONY,LEATHER,Active,NORTH AMERICA
